3,1.5,45.2717
3.5,1.5,45.8987
4,1.5,46.5429
4.5,1.5,47.2058
5,1.5,47.89
5.5,1.5,48.5951
6,1.5,49.326
6.5,1.5,50.0849
7,1.5,50.8754
7.5,1.5,51.7021
8,1.5,52.5707
8.5,1.5,53.4904
9,1.5,54.4699
9.5,1.5,55.525
10,1.5,56.6786
10.5,1.5,57.9681
11,1.5,59.4651
11.41,1.5,60.9564
